Object ID,Organization Name,Approved On Street,Borough Name,Approved From Street,Approved To Street,apprDaysWe,Status Type,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,apprStartD,Approved Sunday Close,apprEndDat,Shape_STLe,the Geom,segmentidt,segmentidf,lionversion
247,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.687841782,"MULTILINESTRING ((1014816.1485013068 213706.95452556014, 1015073.1460188031 213744.2379155606))",0153719,0153719,22A
248,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.308269249,"MULTILINESTRING ((1017649.7780046314 214099.35531556606, 1017906.3752604723 214136.75353471935))",0153734,0153734,22A
249,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.679464127,"MULTILINESTRING ((1015069.4977321327 213770.32054056227, 1015327.8403913081 213805.14658638835))",0153746,0153746,22A
250,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,336.033847688,"MULTILINESTRING ((1019194.5974215567 214315.97233639657, 1019527.1266121417 214364.3777513951))",0153765,0153765,22A
251,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,258.019133969,"MULTILINESTRING ((1016359.0030271411 213953.35823222995, 1016614.5930671394 213988.67968389392))",0153786,0153786,22A
252,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.793363284,"MULTILINESTRING ((1013524.9601387978 213558.04045331478, 1013783.4507635534 213592.6204366386))",0153802,0153802,22A
253,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.289514209,"MULTILINESTRING ((1017645.345598802 214131.17250914872, 1017902.3431162983 214165.57204663754))",0153810,0153810,22A
254,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.201230528,"MULTILINESTRING ((1016614.5930671394 213988.67968389392, 1016872.4964227229 214023.1838799715))",0153853,0153853,22A
255,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.561097774,"MULTILINESTRING ((1016876.7644588053 213992.58715640008, 1017134.9365146309 214027.79049806297))",0153867,0153867,22A
256,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.947773038,"MULTILINESTRING ((1013271.666682139 213492.28271080554, 1013529.2255502194 213527.4434016496))",0153880,0153880,22A
257,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.807668471,"MULTILINESTRING ((1018422.1485071331 214208.15070164204, 1018679.4314571321 214244.2825191468))",0153916,0153916,22A
258,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,258.485177154,"MULTILINESTRING ((1013787.5583668947 213563.1847999841, 1014043.2891546339 213600.81923913956))",0153949,0153949,22A
259,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.654287763,"MULTILINESTRING ((1015846.5631071329 213848.94210247695, 1016103.6098371446 213885.64806580544))",0153952,0153952,22A
260,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,260.568437599,"MULTILINESTRING ((1016872.4964227229 214023.1838799715, 1017130.2908546329 214061.10407972336))",0153965,0153965,22A
261,34th Avenue Open Streets Coalition A Program of Together We Can,34 AVENUE,Queens,69 STREET,JUNCTION BOULEVARD,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,01/01/2023,20:00,12/31/2050,259.797247277,"MULTILINESTRING ((1015331.1540329754 213780.03804081678, 1015588.6830454767 213814.2932216376))",0153969,0153969,22A
262,OpenPlans,7 STREET,Brooklyn,4 AVENUE,5 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,,,,05/01/2023,,06/30/2024,773.440445724,"MULTILINESTRING ((987676.174238056 183930.2135542333, 988329.4439288825 183516.14974981546))",0162211,0162211,22A
263,Cooke School & Institute,MAC DOUGAL STREET,Manhattan,WEST HOUSTON STREET,KING STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,,,,01/31/2023,,06/28/2024,164.440954792,"MULTILINESTRING ((983553.4137828052 204361.20550055802, 983641.8620967269 204499.83350414038))",0164218,0164218,22A
264,Lower East Side Partnership,ORCHARD STREET,Manhattan,GRAND STREET,DELANCEY STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,12:00,21:00,12:00,21:00,12:00,21:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,01/31/2023,21:00,12/31/2023,318.434583757,"MULTILINESTRING ((986957.3534972221 200908.64055530727, 987073.4884355515 201205.14225889742))",0164282,0164282,22A
265,Salsa Stories,SUFFOLK STREET,Manhattan,RIVINGTON STREET,DELANCEY STREET,sun,approvedFull,,,,,,,,,,,,,14:00,08/13/2023,19:00,09/17/2023,478.161184793,"MULTILINESTRING ((987985.8064928055 200904.3869548887, 988155.4974263906 201351.42510281503))",0164348,0164348,22A
266,Loisaida Open Streets Community Coalition,AVENUE B,Manhattan,EAST 6 STREET,EAST 14 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/31/2023,20:00,12/31/2050,267.561275877,"MULTILINESTRING ((990199.036646381 204779.14134447277, 990332.1269313842 205011.25341306627))",0164940,0164940,22A
267,PS 6,EAST 82 STREET,Manhattan,MADISON AVENUE,PARK AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,01/03/2023,,06/30/2024,474.511438215,"MULTILINESTRING ((995133.9969208091 222824.61312747002, 995548.6909733117 222593.98366747797))",0166025,0166025,22A
268,The Dalton School,EAST 91 STREET,Manhattan,PARK AVENUE,MADISON AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:30,14:00,10:30,14:00,10:30,14:00,10:30,14:00,10:30,14:00,,,,09/06/2023,,06/30/2024,476.087224304,"MULTILINESTRING ((996300.1067932993 224928.4373319, 996715.6115397215 224696.02637939155))",0166061,0166061,22A
269,The Spence School,EAST 93 STREET,Manhattan,PARK AVENUE,MADISON AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,09/11/2023,,06/28/2024,475.677410159,"MULTILINESTRING ((996553.8562858105 225385.03090690076, 996969.587081641 225153.86667105556))",0166073,0166073,22A
270,Uptown Grand Central,EAST 100 STREET,Manhattan,PARK AVENUE,3 AVENUE,"fri,sat",approvedFull,,,,,,,,,17:00,22:00,12:00,20:00,,06/02/2023,,09/02/2023,473.291267181,"MULTILINESTRING ((997941.4552166313 226757.16070856154, 998355.096121639 226527.14804522693))",0166102,0166102,22A
271,Uptown Grand Central,EAST 101 STREET,Manhattan,PARK AVENUE,LEXINGTON AVENUE,sat,approvedFull,,,,,,,,,,,12:00,20:00,,06/03/2023,,09/02/2023,471.141559405,"MULTILINESTRING ((998070.1262191385 226984.07626523077, 998481.9003299773 226755.1298727244))",0166118,0166118,22A
272,Morningside Area Alliance,LA SALLE STREET,Manhattan,BROADWAY,CLAREMONT AVENUE,thu,approvedFull,,,,,,,15:30,21:00,,,,,,04/13/2023,,10/26/2023,281.667073568,"MULTILINESTRING ((995379.8002349734 235777.499951303, 995131.1294724643 235909.78446364403))",0166337,0166337,22A
273,"120 Marcus Meets Malcolm, Inc",WEST 120 STREET,Manhattan,LENOX AVENUE,MT MORRIS PARK WEST,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,22:00,10:00,22:00,10:00,01/06/2023,20:00,12/31/2050,504.450638949,"MULTILINESTRING ((999163.4803316444 232155.80804772675, 998722.2673033029 232400.35152189434))",0166536,0166536,22A
274,Community Health Academy of the Heights,WEST 158 STREET,Manhattan,BROADWAY,AMSTERDAM AVENUE,"mon,tue,wed,thu,fri",approvedFull,11:30,14:00,11:30,14:00,11:30,14:00,11:30,14:00,11:30,14:00,,,,01/31/2023,,06/28/2024,865.626574327,"MULTILINESTRING ((1000417.0736249685 242944.64440964162, 999658.8431860507 243362.25184214115))",0173647,0173647,22A
275,Thai community usa nyc,WOODSIDE AVENUE,Queens,76 STREET,79 STREET,"fri,sat,sun",approvedFull,,,,,,,,,16:00,21:00,12:00,21:00,12:00,04/22/2023,21:00,12/31/2023,247.013839483,"MULTILINESTRING ((1014801.9785821438 210088.53656555712, 1015044.2750135511 210136.58108890057))",0192341,0192341,22A
276,Chinatown BID,PELL STREET,Manhattan,MOTT STREET,BOWERY,"sat,sun",approvedFull,,,,,,,,,,,09:00,23:59,09:00,04/01/2023,21:00,12/31/2023,251.133805879,"MULTILINESTRING ((985036.0226942152 199637.03975206614, 984794.6511297226 199706.37918031216))",0251997,0251997,22A
277,Von Design Ltd,BLEECKER STREET,Manhattan,MOTT STREET,BOWERY,"wed,thu,fri,sat,sun",approvedFull,,,,,17:00,23:00,17:00,23:00,17:00,23:00,11:00,23:00,11:00,04/14/2023,23:00,10/31/2023,224.321919467,"MULTILINESTRING ((986390.4566651434 203504.50773888826, 986178.5886505544 203578.21165972948))",0275232,0275232,22A
278,il Buco,BOND STREET,Manhattan,LAFAYETTE STREET,BOWERY,"mon,tue,wed,thu,fri,sat,sun",approvedFull,16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,10:00,23:00,10:00,04/01/2023,23:00,11/01/2023,655.012473623,"MULTILINESTRING ((985877.0899097174 204011.0224738866, 986430.356519714 203660.39817515016))",0275233,0275233,22A
279,Hudson Yards Hell's Kitchen Alliance,HUDSON BOULEVARD EAST,Manhattan,WEST 34 STREET,WEST 35 STREET,"mon,tue,wed,thu,fri,sat",approvedLimited,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,07/10/2023,,11/03/2023,278.435816592,"MULTILINESTRING ((984261.4484559745 214634.89656731486, 984109.8883916438 214401.32419981062))",0276243,0276243,22A
280,Hudson Yards Hell's Kitchen Alliance,HUDSON BOULEVARD EAST,Manhattan,WEST 33 STREET,WEST 34 STREET,"mon,tue,wed,thu,fri,sat",approvedLimited,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,00:00,00:00,,07/10/2023,,11/03/2023,278.160836421,"MULTILINESTRING ((984109.8883916438 214401.32419981062, 983965.3273290545 214163.67834964395))",0276246,0276246,22A
281,Hudson Yards Hell's Kitchen Alliance,HUDSON BOULEVARD WEST,Manhattan,WEST 35 STREET,WEST 36 STREET,"mon,tue,wed,thu,fri,sat",approvedLimited,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,05/01/2023,,11/03/2023,255.416238818,"MULTILINESTRING ((984267.532761395 214922.96095180511, 984128.559286058 214708.66249589622))",0276255,0276255,22A
282,Hudson Yards Hell's Kitchen Alliance,HUDSON BOULEVARD WEST,Manhattan,WEST 36 STREET,WEST 36 STREET,"mon,tue,wed,thu,fri,sat",approvedLimited,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,05/01/2023,,11/03/2023,255.416238818,"MULTILINESTRING ((984267.532761395 214922.96095180511, 984128.559286058 214708.66249589622))",0276255,0276255,22A
283,Kettle of Fish,CHRISTOPHER STREET,Manhattan,7 AVENUE SOUTH,WAVERLY PLACE,"fri,sat,sun",approvedFull,,,,,,,,,17:00,23:00,12:00,23:00,12:00,01/06/2023,23:00,12/31/2023,445.020135943,"MULTILINESTRING ((983512.7980503887 206563.79656781256, 983477.7705613822 206558.7014336437), (983762.7601488829 206608.1465447247, 983512.7980503887 206563.79656781256), (983916.1128605604 206635.4135505557, 983762.7601488829 206608.1465447247))",0032213,0032236,22A
284,OpenPlans,84 AVENUE,Queens,168 STREET,164 PLACE,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,,,,05/01/2023,,06/30/2024,1202.67374249,"MULTILINESTRING ((1039258.172451809 199906.83481614292, 1039807.1083618104 200013.88512697816), (1039807.1083618104 200013.88512697816, 1039850.5301909745 200030.45661614835), (1039850.5301909745 200030.45661614835, 1039892.206616804 200051.60814864933), (1039892.206616804 200051.60814864933, 1039931.425698474 200077.0247644782), (1040352.1269568056 200163.3894211501, 1040390.3617884666 200122.75630031526), (1039931.425698474 200077.0247644782, 1039967.5640776306 200106.2537086457), (1039967.5640776306 200106.2537086457, 1040000.4347468019 200130.95510281622), (1040000.4347468019 200130.95510281622, 1040037.6229926348 200150.7746169716), (1040037.6229926348 200150.7746169716, 1040077.9608384669 200164.67878864706), (1040077.9608384669 200164.67878864706, 1040119.9883134663 200172.04097864032), (1040119.9883134663 200172.04097864032, 1040162.1207751334 200172.7004261464), (1040162.1207751334 200172.7004261464, 1040202.842478469 200167.00161863863), (1040202.842478469 200167.00161863863, 1040352.1269568056 200163.3894211501))",0117728,0106623,22A
285,Willowtown Assocation,JORALEMON STREET,Brooklyn,FURMAN STREET,HICKS STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:30,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,04/17/2023,21:00,10/30/2023,262.785516077,"MULTILINESTRING ((984507.3912055492 192065.12838672101, 984718.0403905511 192019.5379267335), (984461.9680680484 192077.96956838667, 984469.1399697214 192075.6467383951), (984489.9142063856 192068.91118755937, 984507.3912055492 192065.12838672101), (984469.1399697214 192075.6467383951, 984489.9142063856 192068.91118755937))",0162464,0162461,22A
286,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,270.117672035,"MULTILINESTRING ((993893.178208217 198409.81582856178, 993850.8994213939 198317.09390114248), (993907.6624312252 198441.58413772285, 993893.178208217 198409.81582856178), (993954.9858273864 198541.49666756392, 993940.3437962979 198511.06300139427), (993964.8325924724 198561.96545864642, 993954.9858273864 198541.49666756392), (993923.6568218023 198473.11983580887, 993907.6624312252 198441.58413772285), (993940.3437962979 198511.06300139427, 993923.6568218023 198473.11983580887))",0238989,0256728,22A
287,"Staten Island Chamber of Commerce Foundation Inc. / The Angiuli Group, LLC",MINTHORNE STREET,Staten Island,BAY STREET,VICTORY BOULEVARD,"fri,sat",approvedFull,,,,,,,,,16:00,00:00,11:00,00:00,,04/22/2023,,10/14/2023,570.65356566,"MULTILINESTRING ((963278.6022983938 171268.57581980526, 963106.7916183919 171202.19832789898), (963343.1526942253 171594.3943938911, 963278.6022983938 171268.57581980526), (963353.449261561 171647.72466781735, 963343.1526942253 171594.3943938911))",0016424,0229193,22A
288,Meatpacking District Management Association,9 AVENUE,Manhattan,WEST 14 STREET,WEST 15 STREET,"wed,thu,fri,sat,sun",approvedFull,,,,,14:00,22:00,14:00,22:00,14:00,22:00,12:00,22:00,12:00,04/01/2023,22:00,12/31/2023,299.463311919,"MULTILINESTRING ((982829.6583405584 209188.36809031665, 982834.0996046364 209219.00090305507), (982834.0996046364 209219.00090305507, 982853.5765998065 209359.50783988833), (982853.5765998065 209359.50783988833, 982915.5036413074 209469.99646405876))",0271230,0271933,22A
289,Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District,AMSTERDAM AVENUE,Manhattan,WEST 106 STREET,CATHEDRAL PARKWAY,"sat,sun",approvedFull,,,,,,,,,,,10:00,21:00,10:00,03/25/2023,20:30,11/12/2023,281.305654292,"MULTILINESTRING ((993743.4727989733 230899.66292223334, 993819.4280276448 231036.29650722444), (993819.4280276448 231036.29650722444, 993828.1271572262 231051.85487505794), (993828.1271572262 231051.85487505794, 993880.5532334745 231145.30810022354))",0294458,0294461,22A
290,W 103rd Open Streets Coalition,WEST 103 STREET,Manhattan,RIVERSIDE DRIVE,AMSTERDAM AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,05/01/2023,20:00,12/31/2023,417.82146051,"MULTILINESTRING ((993353.4689858109 230195.5166927278, 993147.6518121362 230309.57486355305), (993147.6518121362 230309.57486355305, 993005.031362474 230388.6111228168), (993005.031362474 230388.6111228168, 992987.8335622251 230397.71117022634))",0262464,0294489,22A
291,Saint David's School,EAST 89 STREET,Manhattan,5 AVENUE,MADISON AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,,,,01/31/2023,,06/28/2024,507.995575908,"MULTILINESTRING ((995979.5286943018 224507.95818597078, 996046.3881406337 224471.2453328967), (995921.557681635 224539.27472439408, 995979.5286943018 224507.95818597078), (995601.0225615501 224715.59622214735, 995921.557681635 224539.27472439408))",0301963,0301958,22A
292,Manhattan Day School,WEST 75 STREET,Manhattan,WEST END AVENUE,RIVERSIDE DRIVE,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,15:45,10:00,15:45,10:00,15:45,10:00,15:45,10:00,15:45,,,,01/31/2023,,06/28/2024,543.967906417,"MULTILINESTRING ((988940.8049108833 224092.6896595657, 988829.5751464665 224156.1298213899), (988829.5751464665 224156.1298213899, 988776.8144252151 224185.2029259801), (988776.8144252151 224185.2029259801, 988465.2999563813 224356.85743831098))",0301989,0301984,22A
293,Community League of the Heights,WEST 159 STREET,Manhattan,AMSTERDAM AVENUE,BROADWAY,"mon,tue,wed,thu,fri",approvedFullSchools,08:00,16:00,08:00,16:00,08:00,16:00,09:00,16:00,08:00,16:00,,,,07/10/2023,,08/18/2023,869.122113658,"MULTILINESTRING ((1000543.949683547 243172.91166964173, 999995.0957943946 243475.51966021955), (999995.0957943946 243475.51966021955, 999955.5817658007 243497.3053778112), (999955.5817658007 243497.3053778112, 999782.8435942233 243592.54337631166))",0310596,0310591,22A
294,W 103rd Open Streets Coalition,WEST 103 STREET,Manhattan,RIVERSIDE DRIVE,AMSTERDAM AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,05/01/2023,20:00,12/31/2023,417.860708081,"MULTILINESTRING ((992931.5275724679 230428.9118952304, 992827.9703648835 230486.2142740637), (992700.613336131 230555.98250722885, 992565.9115058035 230631.22120189667), (992827.9703648835 230486.2142740637, 992758.9872351438 230524.38512948155), (992758.9872351438 230524.38512948155, 992700.613336131 230555.98250722885))",9002997,9002992,22A
295,Loisaida Open Streets Community Coalition,AVENUE B,Manhattan,EAST 6 STREET,EAST 14 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/31/2023,20:00,12/31/2050,249.162132505,"MULTILINESTRING ((989583.4529038072 203661.0569664836, 989625.0295923054 203738.6457220614), (989625.0295923054 203738.6457220614, 989647.0794169754 203779.79426181316), (989647.0794169754 203779.79426181316, 989701.1370516419 203880.6752936393))",0313631,0313628,22A
296,Chelsea West 200 Block Association,WEST 22 STREET,Manhattan,8 AVENUE,7 AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,03/01/2023,16:00,12/31/2050,900.955947018,"MULTILINESTRING ((985322.652042225 210128.48727306724, 984808.6189495474 210413.56216222048), (984808.6189495474 210413.56216222048, 984793.2075630575 210422.10873305798), (984793.2075630575 210422.10873305798, 984534.7500747144 210565.44506056607))",0314172,0314173,22A
297,"HUB-Third Avenue Merchants District Management Association, Inc.",WILLIS AVENUE,Bronx,EAST 147 STREET,EAST 148 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedFull,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,04/22/2023,18:00,10/29/2023,269.536883712,"MULTILINESTRING ((1006742.326394394 236129.19577023387, 1006773.5330248922 236151.88240464032), (1006863.1165071428 236309.5211969763, 1006900.4612487257 236342.18779830635), (1006773.5330248922 236151.88240464032, 1006802.6996332258 236206.0489629805), (1006802.6996332258 236206.0489629805, 1006863.1165071428 236309.5211969763))",0321744,0321739,22A
298,Community League of the Heights,WEST 164 STREET,Manhattan,EDGECOMBE AVENUE,AMSTERDAM AVENUE,"mon,tue,wed,thu,fri",approvedFull,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,07/10/2023,,08/18/2023,573.977537296,"MULTILINESTRING ((1001676.4178910553 244031.78134298325, 1001547.4355374724 244102.79727706313), (1001547.4355374724 244102.79727706313, 1001420.9561316371 244172.43493306637), (1001420.9561316371 244172.43493306637, 1001404.7891692221 244181.33649006486), (1001317.985865131 244229.1293734759, 1001173.6141066402 244308.61805965006), (1001365.1081462204 244203.1845434755, 1001348.6219587177 244212.2616250664), (1001348.6219587177 244212.2616250664, 1001317.985865131 244229.1293734759), (1001404.7891692221 244181.33649006486, 1001382.2527969778 244193.7449298054), (1001382.2527969778 244193.7449298054, 1001365.1081462204 244203.1845434755))",9000031,0329306,22A
